number,value,datetime_start,datetime_complete,duration,params_balancing,params_drop_correlated,params_feature_selection,params_leaf_size,params_n_jobs,params_n_neighbors,params_number_features,params_outlier,params_p,params_scaling,params_weights,user_attrs_Pipeline,user_attrs_balancing_indicator,user_attrs_cluster_indicator,user_attrs_damping,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_missing_indicator,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_average_precision_score,user_attrs_train_balanced_accuracy,user_attrs_train_f1_score,user_attrs_train_matthews_corrcoef,user_attrs_train_precision_score,user_attrs_train_recall_score,user_attrs_val_average_precision_score,user_attrs_val_balanced_accuracy,user_attrs_val_f1_score,user_attrs_val_matthews_corrcoef,user_attrs_val_precision_score,user_attrs_val_recall_score,state
10,0.0,2022-10-09 14:19:52.062589,2022-10-09 14:19:55.518866,0 days 00:00:03.456277,no,yes,ANOVA,11,2,3,2.0,retained,4,Standard,distance,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='yes',
                                             method='ANOVA',
                                             model=KNeighborsClassifier(leaf_size=11,
                                                                        n_jobs=2,
                                                                        n_neighbors=3,
                                                                        p=4,
                                                                        weights='distance'),
                                             number=2,
                                             scaling_indicator='yes'))])",no,no,,yes,ANOVA,no,2.0,retained,Standard,0.8407988148861536,0.9166666666666666,0.9047619047619048,0.9073288324098332,1.0,0.8333333333333334,0.04477631859918855,0.49296505930703644,0.0,-0.02464828358081743,0.0,0.0,COMPLETE
11,0.10514670514670514,2022-10-09 14:19:55.709761,2022-10-09 14:20:11.278859,0 days 00:00:15.569098,smotetomek,no,Lasso,25,2,11,29.0,retained,2,Robust,uniform,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='Lasso',
                                             model=KNeighborsClassifier(leaf_size=25,
                                                                        n_jobs=2,
                                                                        n_neighbors=11),
                                             number=29,
                                             scaling_indicator='yes'))])",smotetomek,no,,no,Lasso,no,29.0,retained,Robust,0.1474935337476888,0.8330688136102591,0.271985962264516,0.32009621856916376,0.16083768086427516,0.8833333333333333,0.05078452234412839,0.549507846664619,0.10514670514670514,0.04809367574606205,0.06259552309461013,0.3333333333333333,COMPLETE
12,0.040903540903540904,2022-10-09 14:20:11.467372,2022-10-09 14:20:14.809578,0 days 00:00:03.342206,smotetomek,no,FeatureImportance_ET,13,2,3,13.0,capped,4,Standard,distance,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=KNeighborsClassifier(leaf_size=13,
                                                                        n_jobs=2,
                                                                        n_neighbors=3,
                                                                        p=4,
                                                                        weights='distance'),
                                             number=13,
                                             scaling_indicator='yes'))])",smotetomek,no,,no,FeatureImportance_ET,no,13.0,capped,Standard,0.6656616272576185,0.8250000000000001,0.6581196581196581,0.6578458182231084,0.6666666666666666,0.65,0.04479473218938968,0.49818422476708646,0.040903540903540904,-0.0012449417558157694,0.030012771392081736,0.06666666666666667,COMPLETE
13,0.054579579579579575,2022-10-09 14:20:14.995710,2022-10-09 14:20:30.650706,0 days 00:00:15.654996,smoteenc,no,Lasso,36,2,11,4.0,retained,1,Robust,uniform,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='Lasso',
                                             model=KNeighborsClassifier(leaf_size=36,
                                                                        n_jobs=2,
                                                                        n_neighbors=11,
                                                                        p=1),
                                             number=4,
                                             scaling_indicator='yes'))])",smoteenc,no,,no,Lasso,no,4.0,retained,Robust,0.09013438525431627,0.7253983830120981,0.18409632768678275,0.19989295377739655,0.10498564710984248,0.75,0.04233156371370641,0.4434447808345399,0.054579579579579575,-0.049558320766830914,0.03046322489391796,0.26666666666666666,COMPLETE
14,0.12614942528735631,2022-10-09 14:20:30.847544,2022-10-09 14:20:33.532436,0 days 00:00:02.684892,smotetomek,no,ANOVA,10,2,11,9.0,capped,4,MinMax,distance,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='ANOVA',
                                             model=KNeighborsClassifier(leaf_size=10,
                                                                        n_jobs=2,
                                                                        n_neighbors=11,
                                                                        p=4,
                                                                        weights='distance'),
                                             number=9,
                                             scaling_indicator='yes'))])",smotetomek,no,,no,ANOVA,no,9.0,capped,MinMax,0.9840807174887892,0.9916666666666667,0.9914529914529915,0.9911791515564418,1.0,0.9833333333333334,0.055142124318133284,0.5614189811767804,0.12614942528735631,0.0745633021668844,0.08446969696969697,0.26666666666666666,COMPLETE
15,0.14882894882894884,2022-10-09 14:20:33.727178,2022-10-09 14:20:35.980284,0 days 00:00:02.253106,smotetomek,no,ANOVA,14,2,11,10.0,capped,3,MinMax,uniform,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='ANOVA',
                                             model=KNeighborsClassifier(leaf_size=14,
                                                                        n_jobs=2,
                                                                        n_neighbors=11,
                                                                        p=3),
                                             number=10,
                                             scaling_indicator='yes'))])",smotetomek,no,,no,ANOVA,no,10.0,capped,MinMax,0.10145640460678318,0.6840056733845697,0.23921665674556727,0.22077325221763633,0.16101258715081185,0.5,0.0617172918185366,0.5884998464306086,0.14882894882894884,0.10440114944523608,0.09829228243021344,0.3333333333333333,COMPLETE
16,0.09451643292628735,2022-10-09 14:20:36.171619,2022-10-09 14:20:38.690677,0 days 00:00:02.519058,smoteenn,no,ANOVA,14,2,7,18.0,capped,3,MinMax,uniform,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='ANOVA',
                                             model=KNeighborsClassifier(leaf_size=14,
                                                                        n_jobs=2,
                                                                        n_neighbors=7,
                                                                        p=3),
                                             number=18,
                                             scaling_indicator='yes'))])",smoteenn,no,,no,ANOVA,no,18.0,capped,MinMax,0.08572715867382107,0.6601833221551532,0.19922088758133813,0.17675146324460886,0.1266781480341989,0.5,0.04878317887107602,0.5270413759817472,0.09451643292628735,0.029294572515981887,0.05787809085681426,0.26666666666666666,COMPLETE
17,0.13392836226485816,2022-10-09 14:20:38.885006,2022-10-09 14:20:41.656005,0 days 00:00:02.770999,smoteenc,no,ANOVA,24,2,9,10.0,capped,4,Standard,distance,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='ANOVA',
                                             model=KNeighborsClassifier(leaf_size=24,
                                                                        n_jobs=2,
                                                                        n_neighbors=9,
                                                                        p=4,
                                                                        weights='distance'),
                                             number=10,
                                             scaling_indicator='yes'))])",smoteenc,no,,no,ANOVA,no,10.0,capped,Standard,0.9840807174887892,0.9916666666666667,0.9914529914529915,0.9911791515564418,1.0,0.9833333333333334,0.059259132442168655,0.5848770713585772,0.13392836226485816,0.08862646114822738,0.08205412473705158,0.3666666666666667,COMPLETE
18,0.08153841296598037,2022-10-09 14:20:41.848710,2022-10-09 14:20:48.271257,0 days 00:00:06.422547,smotetomek,no,MutualInformation,11,2,5,22.0,capped,3,MinMax,uniform,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='MutualInformation',
                                             model=KNeighborsClassifier(leaf_size=11,
                                                                        n_jobs=2,
                                                                        p=3),
                                             number=22,
                                             scaling_indicator='yes'))])",smotetomek,no,,no,MutualInformation,no,22.0,capped,MinMax,0.14569242331078774,0.8597431584039757,0.2538571149769148,0.3235691535626775,0.14569242331078774,1.0,0.047404031407862646,0.5133276293273661,0.08153841296598037,0.009893327282389779,0.04454519890586254,0.5,COMPLETE
19,0.08253794680808942,2022-10-09 14:20:48.497228,2022-10-09 14:20:54.669751,0 days 00:00:06.172523,smotetomek,no,MutualInformation,23,2,11,8.0,capped,4,Combine,uniform,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='MutualInformation',
                                             model=KNeighborsClassifier(leaf_size=23,
                                                                        n_jobs=2,
                                                                        n_neighbors=11,
                                                                        p=4),
                                             number=8,
                                             scaling_indicator='yes'))])",smotetomek,no,,no,MutualInformation,no,8.0,capped,Combine,0.11967691185408952,0.8269562731580741,0.21370512686526655,0.2797297824531098,0.11967691185408952,1.0,0.04961933544428058,0.504934696444503,0.08253794680808942,0.003969476322136127,0.04561671582948179,0.4333333333333333,COMPLETE
