number,value,datetime_start,datetime_complete,duration,params_C,params_balancing,params_class_weight,params_cluster_indicator,params_damping,params_drop_correlated,params_dual,params_feature_selection,params_max_iter,params_n_jobs,params_number_features,params_outlier,params_penalty,params_scaling,params_solver,user_attrs_Pipeline,user_attrs_balancing_indicator,user_attrs_cluster_indicator,user_attrs_damping,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_missing_indicator,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_average_precision_score,user_attrs_train_balanced_accuracy,user_attrs_train_f1_score,user_attrs_train_matthews_corrcoef,user_attrs_train_precision_score,user_attrs_train_recall_score,user_attrs_val_average_precision_score,user_attrs_val_balanced_accuracy,user_attrs_val_f1_score,user_attrs_val_matthews_corrcoef,user_attrs_val_precision_score,user_attrs_val_recall_score,state
10,0.02586206896551724,2022-10-09 12:22:44.925237,2022-10-09 12:23:20.850006,0 days 00:00:35.924769,0.0009184171793322754,smoteenc,None,yes,0.951807177748241,no,False,BorutaShap,100000,2,,retained,l1,Combine,saga,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             damping=0.951807177748241,
                                             drop_correlated='no',
                                             method='BorutaShap',
                                             model=LogisticRegression(C=0.0009184171793322754,
                                                                      max_iter=100000,
                                                                      n_jobs=2,
                                                                      penalty='l1',
                                                                      random_state=120,
                                                                      solver='saga'),
                                             scaling_indicator='Combine'))])",smoteenc,yes,0.951807177748241,no,BorutaShap,no,,retained,Combine,0.04334828101644245,0.5,0.02861230329041488,0.0,0.014947683109118086,0.3333333333333333,0.04334828101644245,0.5,0.02586206896551724,0.0,0.013452914798206277,0.3333333333333333,COMPLETE
11,0.047619047619047616,2022-10-09 12:23:21.090540,2022-10-09 12:23:35.959677,0 days 00:00:14.869137,0.2055408037629542,smoteenn,None,yes,0.8259695941512337,,False,FeatureWiz,100000,2,,capped,l1,Robust,saga,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             damping=0.8259695941512337,
                                             drop_correlated='no',
                                             method='FeatureWiz',
                                             model=LogisticRegression(C=0.2055408037629542,
                                                                      max_iter=100000,
                                                                      n_jobs=2,
                                                                      penalty='l1',
                                                                      random_state=120,
                                                                      solver='saga'),
                                             scaling_indicator='Robust'))])",smoteenn,yes,0.8259695941512337,no,FeatureWiz,no,,capped,Robust,0.8310671936758894,0.9953134105177514,0.9068993966895271,0.9069662581543755,0.8310671936758894,1.0,0.04926092011293804,0.5122733632671767,0.047619047619047616,0.027668795264225082,0.06666666666666667,0.037037037037037035,COMPLETE
12,0.06866864448113692,2022-10-09 12:23:36.181412,2022-10-09 12:23:48.938488,0 days 00:00:12.757076,0.02046186857186948,smoteenc,None,no,,yes,False,Lasso,100000,2,15.0,capped,l1,Combine,saga,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='yes',
                                             method='Lasso',
                                             model=LogisticRegression(C=0.02046186857186948,
                                                                      max_iter=100000,
                                                                      n_jobs=2,
                                                                      penalty='l1',
                                                                      random_state=120,
                                                                      solver='saga'),
                                             number=15,
                                             scaling_indicator='Combine'))])",smoteenc,no,,yes,Lasso,no,15.0,capped,Combine,0.06723716274331304,0.636951085286525,0.15165270250879706,0.13017363323521566,0.0896358543417367,0.5535087719298245,0.04253865482855158,0.488289724501387,0.06866864448113692,-0.010382062742233099,0.0402935554834289,0.2407407407407407,COMPLETE
13,0.11975308641975309,2022-10-09 12:23:49.233487,2022-10-09 12:24:04.097569,0 days 00:00:14.864082,0.22210855678860042,smoteenc,balanced,yes,0.584450236576299,yes,False,Lasso,100000,2,25.0,capped,l1,Combine,saga,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             damping=0.584450236576299,
                                             drop_correlated='yes',
                                             method='Lasso',
                                             model=LogisticRegression(C=0.22210855678860042,
                                                                      class_weight='balanced',
                                                                      max_iter=100000,
                                                                      n_jobs=2,
                                                                      penalty='l1',
                                                                      random_state=120,
                                                                      solver='saga'),
                                             number=25,
                                             scaling_indicator='Combine'))])",smoteenc,yes,0.584450236576299,yes,Lasso,no,25.0,capped,Combine,0.25244860666752517,0.7582489375906479,0.4746787603930461,0.45574204680280844,0.42812711291413114,0.5508771929824561,0.05274601506136722,0.5435159590286615,0.11975308641975309,0.07809208130833102,0.11118538324420678,0.13703703703703704,COMPLETE
14,0.11364159190246147,2022-10-09 12:24:04.301626,2022-10-09 12:24:18.262155,0 days 00:00:13.960529,0.2787654471076935,smoteenc,balanced,yes,0.5031664604237109,yes,False,Lasso,100000,2,20.0,capped,l1,Combine,saga,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             damping=0.5031664604237109,
                                             drop_correlated='yes',
                                             method='Lasso',
                                             model=LogisticRegression(C=0.2787654471076935,
                                                                      class_weight='balanced',
                                                                      max_iter=100000,
                                                                      n_jobs=2,
                                                                      penalty='l1',
                                                                      random_state=120,
                                                                      solver='saga'),
                                             number=20,
                                             scaling_indicator='Combine'))])",smoteenc,yes,0.5031664604237109,yes,Lasso,no,20.0,capped,Combine,0.2371665699213492,0.7479667526778927,0.456077506077506,0.43635513663797987,0.41243243243243244,0.5342105263157895,0.051455944081753746,0.540378755746664,0.11364159190246147,0.06905848128602086,0.09971509971509972,0.13703703703703704,COMPLETE
15,0.09850422382391692,2022-10-09 12:24:18.554415,2022-10-09 12:24:31.303091,0 days 00:00:12.748676,0.16397541179291988,smoteenn,balanced,yes,0.5045934716974683,yes,False,Lasso,100000,2,26.0,capped,l1,Combine,saga,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             damping=0.5045934716974683,
                                             drop_correlated='yes',
                                             method='Lasso',
                                             model=LogisticRegression(C=0.16397541179291988,
                                                                      class_weight='balanced',
                                                                      max_iter=100000,
                                                                      n_jobs=2,
                                                                      penalty='l1',
                                                                      random_state=120,
                                                                      solver='saga'),
                                             number=26,
                                             scaling_indicator='Combine'))])",smoteenn,yes,0.5045934716974683,yes,Lasso,no,26.0,capped,Combine,0.24756334277899902,0.7787016799290614,0.46341412627019823,0.44708639063486877,0.37814523537451544,0.6035087719298246,0.04833786874145618,0.5325686552684051,0.09850422382391692,0.04979357903090201,0.07905982905982906,0.13703703703703704,COMPLETE
16,0.047619047619047616,2022-10-09 12:24:31.578753,2022-10-09 12:25:05.615041,0 days 00:00:34.036288,0.3250780664581803,smoteenc,balanced,yes,0.5034144447272654,yes,False,BorutaShap,100000,2,,retained,l1,Combine,saga,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             damping=0.5034144447272654,
                                             drop_correlated='yes',
                                             method='BorutaShap',
                                             model=LogisticRegression(C=0.3250780664581803,
                                                                      class_weight='balanced',
                                                                      max_iter=100000,
                                                                      n_jobs=2,
                                                                      penalty='l1',
                                                                      random_state=120,
                                                                      solver='saga'),
                                             scaling_indicator='Combine'))])",smoteenc,yes,0.5034144447272654,yes,BorutaShap,no,,retained,Combine,0.7208707141105203,0.9277203581955735,0.8405853405853406,0.8367697341986795,0.830216718266254,0.8640350877192983,0.04926092011293804,0.5122733632671767,0.047619047619047616,0.031189267670601095,0.06666666666666667,0.037037037037037035,COMPLETE
17,0.09992784992784992,2022-10-09 12:25:05.847135,2022-10-09 12:25:13.775657,0 days 00:00:07.928522,0.03669874117759863,smoteenc,balanced,yes,0.6005240144408179,yes,False,ANOVA,100000,2,23.0,capped,l1,Combine,saga,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             damping=0.6005240144408179,
                                             drop_correlated='yes',
                                             method='ANOVA',
                                             model=LogisticRegression(C=0.03669874117759863,
                                                                      class_weight='balanced',
                                                                      max_iter=100000,
                                                                      n_jobs=2,
                                                                      penalty='l1',
                                                                      random_state=120,
                                                                      solver='saga'),
                                             number=23,
                                             scaling_indicator='Combine'))])",smoteenc,yes,0.6005240144408179,yes,ANOVA,no,23.0,capped,Combine,0.1277170844023503,0.7186169842369333,0.29160575048732945,0.2789840018482227,0.2009883198562444,0.5333333333333333,0.04817488235274268,0.5349594625558821,0.09992784992784992,0.042979559746877505,0.06673138709751981,0.2074074074074074,COMPLETE
18,0.17525676937441645,2022-10-09 12:25:14.016347,2022-10-09 12:25:28.182131,0 days 00:00:14.165784,0.49518346654185885,smoteenc,balanced,yes,0.5651997585897056,yes,False,Lasso,100000,2,22.0,capped,l2,MinMax,saga,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             damping=0.5651997585897056,
                                             drop_correlated='yes',
                                             method='Lasso',
                                             model=LogisticRegression(C=0.49518346654185885,
                                                                      class_weight='balanced',
                                                                      max_iter=100000,
                                                                      n_jobs=2,
                                                                      random_state=120,
                                                                      solver='saga'),
                                             number=22,
                                             scaling_indicator='MinMax'))])",smoteenc,yes,0.5651997585897056,yes,Lasso,no,22.0,capped,MinMax,0.29405695025858253,0.7474389043493055,0.5176011925237932,0.49776216985015953,0.5263157894736842,0.5175438596491228,0.06984750343494739,0.5682796327985219,0.17525676937441645,0.13799691250447296,0.17727272727272725,0.17407407407407405,COMPLETE
19,0.147008547008547,2022-10-09 12:25:28.387795,2022-10-09 12:25:42.780906,0 days 00:00:14.393111,0.25521508760271205,smoteenc,balanced,yes,0.6132462062459137,,False,FeatureWiz,100000,2,,capped,l2,MinMax,saga,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             damping=0.6132462062459137,
                                             drop_correlated='no',
                                             method='FeatureWiz',
                                             model=LogisticRegression(C=0.25521508760271205,
                                                                      class_weight='balanced',
                                                                      max_iter=100000,
                                                                      n_jobs=2,
                                                                      random_state=120,
                                                                      solver='saga'),
                                             scaling_indicator='MinMax'))])",smoteenc,yes,0.6132462062459137,no,FeatureWiz,no,,capped,MinMax,0.7239345561212449,0.8790912814631051,0.8334276018099548,0.8366702485133631,0.942857142857143,0.7605263157894737,0.08256767978741072,0.5490161808511157,0.147008547008547,0.14306230825212765,0.2333333333333333,0.1074074074074074,COMPLETE
