number,value,datetime_start,datetime_complete,duration,params_balancing,params_drop_correlated,params_feature_selection,params_learning_rate,params_n_estimators,params_number_features,user_attrs_Pipeline,user_attrs_balancing_indicator,user_attrs_cluster_indicator,user_attrs_damping,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_missing_indicator,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_average_precision_score,user_attrs_train_balanced_accuracy,user_attrs_train_f1_score,user_attrs_train_matthews_corrcoef,user_attrs_train_precision_score,user_attrs_train_recall_score,user_attrs_val_average_precision_score,user_attrs_val_balanced_accuracy,user_attrs_val_f1_score,user_attrs_val_matthews_corrcoef,user_attrs_val_precision_score,user_attrs_val_recall_score,state
10,0.037037037037037035,2022-10-09 16:27:15.528409,2022-10-09 16:27:27.839535,0 days 00:00:12.311126,smoteenc,,FeatureWiz,0.8756573891019366,100,,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='FeatureWiz',
                                             model=AdaBoostClassifier(learning_rate=0.8756573891019366,
                                                                      n_estimators=100,
                                                                      random_state=120)))])",smoteenc,no,,no,FeatureWiz,no,,retained,no,1.0,1.0,1.0,1.0,1.0,1.0,0.045968739042979205,0.5005508997216249,0.037037037037037035,-0.0016370289360314524,0.037037037037037035,0.037037037037037035,COMPLETE
11,0.07185185185185186,2022-10-09 16:27:28.066511,2022-10-09 16:27:29.437867,0 days 00:00:01.371356,smoteenc,no,ANOVA,0.08070010093198958,100,27.0,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='ANOVA',
                                             model=AdaBoostClassifier(learning_rate=0.08070010093198958,
                                                                      n_estimators=100,
                                                                      random_state=120),
                                             number=27))])",smoteenc,no,,no,ANOVA,no,27.0,retained,no,0.16035110974205521,0.7533754873213975,0.3276428709966138,0.3231888176360468,0.227214985218034,0.6043859649122807,0.050579514907699595,0.5297246963957508,0.07185185185185186,0.02463365884588792,0.04567901234567901,0.17037037037037037,COMPLETE
12,0.08461630266141545,2022-10-09 16:27:29.698161,2022-10-09 16:27:30.882451,0 days 00:00:01.184290,smotetomek,no,ANOVA,0.026352859204132544,100,8.0,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='ANOVA',
                                             model=AdaBoostClassifier(learning_rate=0.026352859204132544,
                                                                      n_estimators=100,
                                                                      random_state=120),
                                             number=8))])",smotetomek,no,,no,ANOVA,no,8.0,retained,no,0.07797510976578943,0.6637232946138146,0.17215663874079715,0.15866430763846898,0.10253413336264973,0.5859649122807017,0.04987438779300243,0.5330586147553372,0.08461630266141545,0.027063948763118174,0.04954475752348093,0.3037037037037037,COMPLETE
13,0.11832633226258134,2022-10-09 16:27:31.068272,2022-10-09 16:27:37.104415,0 days 00:00:06.036143,smoteenc,yes,MutualInformation,0.08033701379824995,100,6.0,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='yes',
                                             method='MutualInformation',
                                             model=AdaBoostClassifier(learning_rate=0.08033701379824995,
                                                                      n_estimators=100,
                                                                      random_state=120),
                                             number=6))])",smoteenc,no,,yes,MutualInformation,no,6.0,retained,no,0.1482639894915654,0.7841825037078959,0.2927406768870183,0.310235510466247,0.18574321167125277,0.7254385964912281,0.06026834879764143,0.5937102364968627,0.11832633226258134,0.08416762888670666,0.07082949308755761,0.38888888888888884,COMPLETE
14,0.0,2022-10-09 16:27:37.314543,2022-10-09 16:27:51.041821,0 days 00:00:13.727278,no,no,Lasso,0.030809657519694274,100,17.0,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='Lasso',
                                             model=AdaBoostClassifier(learning_rate=0.030809657519694274,
                                                                      n_estimators=100,
                                                                      random_state=120),
                                             number=17))])",no,no,,no,Lasso,no,17.0,retained,no,0.04334828101644245,0.5,0.0,0.0,0.0,0.0,0.04334828101644245,0.5,0.0,0.0,0.0,0.0,COMPLETE
15,0.0,2022-10-09 16:27:51.226045,2022-10-09 16:27:52.502783,0 days 00:00:01.276738,no,no,ANOVA,0.2699784582750893,100,20.0,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='ANOVA',
                                             model=AdaBoostClassifier(learning_rate=0.2699784582750893,
                                                                      n_estimators=100,
                                                                      random_state=120),
                                             number=20))])",no,no,,no,ANOVA,no,20.0,retained,no,0.7373967429785226,0.8627192982456141,0.8395721925133689,0.8458286887643549,1.0,0.7254385964912281,0.04334828101644245,0.4945336609480351,0.0,-0.017743621577024235,0.0,0.0,COMPLETE
16,0.0773109243697479,2022-10-09 16:27:52.724206,2022-10-09 16:27:54.211469,0 days 00:00:01.487263,smotetomek,no,ANOVA,0.9389746052704624,100,30.0,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='ANOVA',
                                             model=AdaBoostClassifier(learning_rate=0.9389746052704624,
                                                                      n_estimators=100,
                                                                      random_state=120),
                                             number=30))])",smotetomek,no,,no,ANOVA,no,30.0,retained,no,0.7411426504011497,0.9439985372883452,0.8535096339974388,0.8487742163121864,0.8180084598848901,0.8973684210526316,0.04862846703205448,0.5289834193809447,0.0773109243697479,0.0309769842221183,0.05333333333333334,0.14074074074074075,COMPLETE
17,0.13032051492202953,2022-10-09 16:27:54.480180,2022-10-09 16:27:56.288430,0 days 00:00:01.808250,smoteenc,no,ANOVA,0.011270693876762721,100,17.0,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='ANOVA',
                                             model=AdaBoostClassifier(learning_rate=0.011270693876762721,
                                                                      n_estimators=100,
                                                                      random_state=120),
                                             number=17))])",smoteenc,no,,no,ANOVA,no,17.0,retained,no,0.09868436365357769,0.704188215285385,0.22494027711419015,0.21916314198658085,0.14076356285863328,0.5692982456140351,0.05812956551776035,0.5836475411834107,0.13032051492202953,0.08795100503765992,0.08096922979718203,0.34074074074074073,COMPLETE
18,0.0,2022-10-09 16:27:56.538451,2022-10-09 16:28:00.590726,0 days 00:00:04.052275,no,yes,ANOVA,0.015118573745724243,100,15.0,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='yes',
                                             method='ANOVA',
                                             model=AdaBoostClassifier(learning_rate=0.015118573745724243,
                                                                      n_estimators=100,
                                                                      random_state=120),
                                             number=15))])",no,no,,yes,ANOVA,no,15.0,retained,no,0.06014475651010936,0.5087719298245613,0.03333333333333333,0.07490932381312025,0.3333333333333333,0.017543859649122806,0.04334828101644245,0.5,0.0,0.0,0.0,0.0,COMPLETE
19,0.11132602621964326,2022-10-09 16:28:00.851370,2022-10-09 16:28:39.386067,0 days 00:00:38.534697,smotetomek,no,BorutaShap,0.010037487125876952,100,,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='BorutaShap',
                                             model=AdaBoostClassifier(learning_rate=0.010037487125876952,
                                                                      n_estimators=100,
                                                                      random_state=120)))])",smotetomek,no,,no,BorutaShap,no,,retained,no,0.13411586711761,0.7386766577800618,0.2958152958152958,0.29115863211632975,0.19871103246874686,0.5859649122807017,0.050688747875026106,0.5492969934525811,0.11132602621964326,0.058454820845686574,0.07355639392252665,0.24074074074074073,COMPLETE
