number,value,datetime_start,datetime_complete,duration,params_auto_class_weights,params_balancing,params_boosting_type,params_drop_correlated,params_feature_selection,params_iterations,params_l2_leaf_reg,params_learning_rate,params_loss_function,params_max_depth,params_missing,params_nan_mode,params_number_features,params_random_strength,params_task_type,params_verbose,user_attrs_Pipeline,user_attrs_balancing_indicator,user_attrs_cluster_indicator,user_attrs_damping,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_missing_indicator,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_average_precision_score,user_attrs_train_balanced_accuracy,user_attrs_train_f1_score,user_attrs_train_matthews_corrcoef,user_attrs_train_precision_score,user_attrs_train_recall_score,user_attrs_val_average_precision_score,user_attrs_val_balanced_accuracy,user_attrs_val_f1_score,user_attrs_val_matthews_corrcoef,user_attrs_val_precision_score,user_attrs_val_recall_score,state
10,0.05555555555555556,2022-10-09 20:43:35.081998,2022-10-09 20:43:53.771613,0 days 00:00:18.689615,None,smotetomek,Plain,yes,BorutaShap,100,5,0.03938836920338052,Logloss,4,no,Min,,0.20912267254912434,GPU,False,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor10', 'Sensor11',
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='yes',
                                             method='BorutaShap',
                                             model=<catboost.core.CatBoostClassifier object at 0x000001B8ADF4C2B0>))])",smotetomek,no,,yes,BorutaShap,no,,retained,no,0.9681597629772307,0.9833333333333334,0.982905982905983,0.9823591930256778,1.0,0.9666666666666667,0.05994821695494341,0.5135404326269142,0.05555555555555556,0.058042646386383394,0.16666666666666666,0.03333333333333333,COMPLETE
11,0.07207207207207207,2022-10-09 20:43:53.981668,2022-10-09 20:44:07.381657,0 days 00:00:13.399989,SqrtBalanced,smoteenn,Plain,no,Lasso,100,4,0.23230953774069005,Logloss,5,no,Min,29.0,5.6579468608787105,GPU,False,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor10', 'Sensor11',
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='Lasso',
                                             model=<catboost.core.CatBoostClassifier object at 0x000001B8ADF4EA40>,
                                             number=29))])",smoteenn,no,,no,Lasso,no,29.0,retained,no,0.48805361305361306,0.9734362458906444,0.6499287749287749,0.6769324609487191,0.48805361305361306,1.0,0.0585503317752944,0.5198024073830313,0.07207207207207207,0.018686964835060476,0.04938271604938271,0.13333333333333333,COMPLETE
12,0.05555555555555556,2022-10-09 20:44:07.574727,2022-10-09 20:44:28.368585,0 days 00:00:20.793858,SqrtBalanced,no,Plain,no,FeatureImportance_ET,100,2,0.11813280430178086,Logloss,9,no,Min,22.0,1.2760883020907912,GPU,False,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=<catboost.core.CatBoostClassifier object at 0x000001B8ADF4C610>,
                                             number=22))])",no,no,,no,FeatureImportance_ET,no,22.0,retained,no,1.0,1.0,1.0,1.0,1.0,1.0,0.05995489002775998,0.5151053778538311,0.05555555555555556,0.06491321345033703,0.16666666666666666,0.03333333333333333,COMPLETE
13,0.0,2022-10-09 20:44:28.555326,2022-10-09 20:45:23.828416,0 days 00:00:55.273090,SqrtBalanced,no,Plain,no,BorutaShap,100,5,0.03580437713960115,Logloss,7,no,Min,,7.132703891018215,GPU,False,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor10', 'Sensor11',
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='BorutaShap',
                                             model=<catboost.core.CatBoostClassifier object at 0x000001B8C53B23E0>))])",no,no,,no,BorutaShap,no,,retained,no,1.0,1.0,1.0,1.0,1.0,1.0,0.04477631859918855,0.5,0.0,0.0,0.0,0.0,COMPLETE
14,0.12420634920634921,2022-10-09 20:45:24.031579,2022-10-09 20:45:45.971864,0 days 00:00:21.940285,None,smoteenc,Plain,no,ANOVA,100,7,0.03891148842595428,Logloss,6,no,Min,17.0,0.8401909314629094,GPU,False,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor10', 'Sensor11',
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='ANOVA',
                                             model=<catboost.core.CatBoostClassifier object at 0x000001B8CD6AE200>,
                                             number=17))])",smoteenc,no,,no,ANOVA,no,17.0,retained,no,0.14672352640420777,0.7041748670529553,0.3224242424242424,0.2982629987892746,0.24502164502164503,0.4833333333333334,0.05388166093995691,0.5523422988606614,0.12420634920634921,0.07264953281976765,0.09030303030303032,0.20000000000000004,COMPLETE
15,0.04862953138815208,2022-10-09 20:45:46.225143,2022-10-09 20:47:05.553514,0 days 00:01:19.328371,None,smoteenn,Plain,no,BorutaShap,100,8,0.05118647644530939,Logloss,7,no,Min,,0.9872610797431611,GPU,False,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor10', 'Sensor11',
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='BorutaShap',
                                             model=<catboost.core.CatBoostClassifier object at 0x000001B8CD6AF640>))])",smoteenn,no,,no,BorutaShap,no,,retained,no,0.6316137566137566,0.985941147797532,0.7722832722832723,0.7826068744977217,0.6316137566137566,1.0,0.04563117434842712,0.5060016380735086,0.04862953138815208,0.004951463441875343,0.03837719298245614,0.06666666666666667,COMPLETE
16,0.04761904761904762,2022-10-09 20:47:05.751812,2022-10-09 20:47:47.429187,0 days 00:00:41.677375,None,smoteenc,Plain,,FeatureWiz,100,6,0.02305464777209552,Logloss,4,no,Min,,2.32879979273834,GPU,False,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor10', 'Sensor11',
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='FeatureWiz',
                                             model=<catboost.core.CatBoostClassifier object at 0x000001B8CD6AF580>))])",smoteenc,no,,no,FeatureWiz,no,,retained,no,0.8089552338626887,0.9,0.8883168883168883,0.8899963792055469,1.0,0.7999999999999999,0.05162155669442665,0.5096353823877847,0.04761904761904762,0.028908273427643544,0.08333333333333333,0.03333333333333333,COMPLETE
17,0.08222222222222221,2022-10-09 20:47:47.631443,2022-10-09 20:48:03.544914,0 days 00:00:15.913471,None,smotetomek,Plain,no,ANOVA,100,10,0.039980596946325435,Logloss,5,no,Min,22.0,0.2379851326167822,GPU,False,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor10', 'Sensor11',
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='ANOVA',
                                             model=<catboost.core.CatBoostClassifier object at 0x000001B8CD6FA170>,
                                             number=22))])",smotetomek,no,,no,ANOVA,no,22.0,retained,no,0.3729171803017488,0.7958385101135043,0.5840980544813298,0.5657359100781413,0.5625270071731051,0.6166666666666666,0.05205139155811802,0.5273521711786816,0.08222222222222221,0.041935770493161904,0.06984126984126983,0.10000000000000002,COMPLETE
18,0.15906013540422145,2022-10-09 20:48:03.743686,2022-10-09 20:48:24.116102,0 days 00:00:20.372416,None,smoteenc,Plain,no,ANOVA,100,8,0.15914214339438726,Logloss,5,no,Min,15.0,0.108615835106421,GPU,False,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor10', 'Sensor11',
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='ANOVA',
                                             model=<catboost.core.CatBoostClassifier object at 0x000001B8CD6FAD10>,
                                             number=15))])",smoteenc,no,,no,ANOVA,no,15.0,retained,no,0.21200300183074203,0.7178498129029184,0.4059082892416226,0.3798384580299408,0.36176470588235293,0.4833333333333334,0.06352530324536391,0.5768227224196686,0.15906013540422145,0.11310158672828245,0.12096171802054155,0.2333333333333333,COMPLETE
19,0.19909169839043614,2022-10-09 20:48:24.318039,2022-10-09 20:48:38.199406,0 days 00:00:13.881367,None,smoteenc,Plain,no,ANOVA,100,8,0.2504842921368983,Logloss,4,no,Min,17.0,0.15290017831794617,GPU,False,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor10', 'Sensor11',
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='ANOVA',
                                             model=<catboost.core.CatBoostClassifier object at 0x000001B8CD6FAB60>,
                                             number=17))])",smoteenc,no,,no,ANOVA,no,17.0,retained,no,0.2665086740544938,0.7562582232923956,0.48057423259579596,0.4590042206331782,0.43797319840877,0.5499999999999999,0.07760823610038856,0.5989703537946265,0.19909169839043614,0.15712045107267977,0.16157916157916158,0.26666666666666666,COMPLETE
